,equity
2013-04-17,183572.49262482597
2013-04-18,181879.97170884087
2013-04-19,184714.55235440208
2013-04-22,185780.5610461898
2013-04-23,189027.6673503585
2013-04-24,188918.52448040916
2013-04-25,189948.89544064476
2013-04-26,189631.3112912841
2013-04-29,190264.24637944176
2013-04-30,189995.37489659264
2013-05-01,187396.8131729511
2013-05-02,190616.5585619358
2013-05-03,193586.95851863897
2013-05-06,194813.40627635992
2013-05-07,195424.9157377628
2013-05-08,195729.6374956516
2013-05-09,195003.42129577673
2013-05-10,196320.41859687841
2013-05-13,196817.84984268225
2013-05-14,200156.9427696613
2013-05-15,200930.4026495365
2013-05-16,199074.7237936405
2013-05-17,201567.88085903204
2013-05-20,201345.31862319983
2013-05-21,201347.43537582434
2013-05-22,198659.20743049658
2013-05-23,199334.4724460987
2013-05-24,199411.55638278998
2013-05-28,201225.25791706122
2013-05-29,199102.01774753607
2013-05-30,200427.0944048313
2013-05-31,197813.39279617346
2013-06-03,196381.09493627903
2013-06-04,194592.47231092807
2013-06-05,191401.0615147626
2013-06-06,194674.95466223118
2013-06-07,198123.0206555402
2013-06-10,198222.70180311557
2013-06-11,195285.63145723697
2013-06-12,192757.1014393842
2013-06-13,196152.67473211643
2013-06-14,195276.60014429447
2013-06-17,196788.96931829807
2013-06-18,198679.9650658643
2013-06-19,195930.00808706638
2013-06-20,189357.92726030704
2013-06-21,189125.83183565494
2013-06-24,186340.35912409183
2013-06-25,189554.8952807462
2013-06-26,191789.2343663251
2013-06-27,194317.84230604526
2013-06-28,193239.23669996616
2013-07-01,195420.71097798093
2013-07-02,194453.6886400674
2013-07-03,193907.78229326947
2013-07-05,196229.16728968365
2013-07-08,196802.64455790265
2013-07-09,198695.04464049084
2013-07-10,198150.63016886456
2013-07-11,201652.24751753552
2013-07-12,203487.8945378755
2013-07-15,203892.95379442914
2013-07-16,201583.37742085202
2013-07-17,202979.41948122723
2013-07-18,205009.39248318417
2013-07-19,206174.82104248746
2013-07-22,207316.41509432538
2013-07-23,205972.65162081463
2013-07-24,205304.10562891705
2013-07-25,206043.0251512025
2013-07-26,206149.2583789323
2013-07-29,204991.35187620862
2013-07-30,206244.9848784898
2013-07-31,207143.78023619397
2013-08-01,210776.87966893788
2013-08-02,211169.19871162053
2013-08-05,211159.07360623952
2013-08-06,208930.10229276295
2013-08-07,207390.09004758473
2013-08-08,210635.04705690022
2013-08-09,210187.54844831105
2013-08-12,209467.44952891942
2013-08-13,209941.20976041432
2013-08-14,208907.4343926775
2013-08-15,205189.13473962422
2013-08-16,205493.08147834416
2013-08-19,203898.75677608128
2013-08-20,206799.82331966038
2013-08-21,205920.99484895344
2013-08-22,209345.52175735112
2013-08-23,209374.79072450276
2013-08-26,209683.9298999178
2013-08-27,203884.94596456166
2013-08-28,204862.12221311207
2013-08-29,206652.14762567158
2013-08-30,204736.77533124562
2013-09-03,207040.71912451883
2013-09-04,209306.95928736826
2013-09-05,210402.4831015696
2013-09-06,209892.19007941385
2013-09-09,212966.79986878534
2013-09-10,215992.37618323465
2013-09-11,216313.3855363955
2013-09-12,215100.16268035074
2013-09-13,216047.99864884515
2013-09-16,217680.89268704553
2013-09-17,219582.95476885934
2013-09-18,221356.1362650027
2013-09-19,221439.80225297113
2013-09-20,219842.55706187387
2013-09-23,218238.0269863238
2013-09-24,219252.34464808603
2013-09-25,219149.61880608698
2013-09-26,221031.06465502878
2013-09-27,219670.22523423334
2013-09-30,219226.91190882822
2013-10-01,222451.84147428678
2013-10-02,222091.25285457776
2013-10-03,220020.34527086423
2013-10-04,222593.3938572328
2013-10-07,219831.6140906732
2013-10-08,214534.60561250852
2013-10-09,214323.60905574964
2013-10-10,220271.62602733777
2013-10-11,221768.02536892102
2013-10-14,223413.457047693
2013-10-15,221995.1707312982
2013-10-16,226133.86939500974
2013-10-17,227864.84021019147
2013-10-18,229894.39706396268
2013-10-21,229006.40359758542
2013-10-22,229859.39250158475
2013-10-23,227319.77546953366
2013-10-24,229664.02604459928
2013-10-25,230859.79975341962
2013-10-28,229744.54764198468
2013-10-29,231209.7000501077
2013-10-30,229711.95888256238
2013-10-31,229413.2945187013
2013-11-01,230282.5953430451
2013-11-04,232810.48377077948
2013-11-05,233120.5640005387
2013-11-06,229422.21112959753
2013-11-07,224835.3610500611
2013-11-08,228453.19753115546
2013-11-11,229568.15179961096
2013-11-12,229674.51965563666
2013-11-13,232856.01846354376
2013-11-14,233425.22022669684
2013-11-15,233671.6941580094
2013-11-18,230612.10311739813
2013-11-19,228840.3844646729
2013-11-20,228614.6565775193
2013-11-21,232406.37827055823
2013-11-22,234744.79285281073
2013-11-25,234123.22785036932
2013-11-26,235542.687125615
2013-11-27,236625.66924517523
2013-11-29,236399.73755686652
2013-12-02,236101.49273360716
2013-12-03,234801.73669684873
2013-12-04,234515.1585174893
2013-12-05,233320.65941394315
2013-12-06,235293.47547114835
2013-12-09,235773.67213977323
2013-12-10,236172.1926599835
2013-12-11,231835.37271655546
2013-12-12,233301.2563253735
2013-12-13,234772.74124015318
2013-12-16,236904.85723269926
2013-12-17,236964.043327937
2013-12-18,239490.58856357084
2013-12-19,238324.8137022351
