symbol,side,entry_date,entry_price,exit_date,exit_price,qty,pnl,pct_return,holding_days
CTSH,long,2010-01-04,20.138831237484577,2010-02-01,19.307605435082863,6,-4.987354814410288,-0.041274778689964244,28
COO,long,2010-01-04,9.508710500111818,2010-02-01,8.86055583768731,3,-1.944463987273524,-0.06816430707580025,28
INCY,long,2010-01-04,9.224610267162323,2010-02-01,10.754620228767395,48,73.44047815704349,0.16586174562318226,28
BX,long,2010-01-04,5.865882115152664,2010-02-01,5.492940924471553,5,-1.8647059534055588,-0.06357802345153431,28
TJX,long,2010-01-04,7.269478205128882,2010-02-01,7.6878558085355255,265,110.87006490276048,0.0575526319222558,28
CCI,long,2010-01-04,24.090313006864022,2010-02-01,22.673917976445644,82,-116.14439249430704,-0.05879521075607473,28
SBUX,long,2010-01-04,8.656387669684428,2010-02-01,8.15453029853001,9,-4.516716340389751,-0.0579753807598028,28
EQIX,long,2010-01-04,78.76922687835987,2010-02-01,71.42866583934956,24,-176.17346493624746,-0.09319072091879284,28
MSI,long,2010-01-04,24.848879492495623,2010-02-01,19.62611610563511,80,-417.8210709488411,-0.21018104210444546,28
VTRS,long,2010-01-04,14.87986408334178,2010-02-01,14.864990427938903,131,-1.9484488577768282,-0.0009995827461574613,28
MS,long,2010-01-04,21.49068432466254,2010-02-01,18.88128858489799,94,-245.28319953786746,-0.12141985338131023,28
SBAC,long,2010-01-04,31.52894925555999,2010-02-01,30.45210274761045,62,-66.76448349287148,-0.03415421488426681,28
FFIV,long,2010-01-04,53.37667347335815,2010-02-01,49.50523377990723,1,-3.871439693450924,-0.0725305539203988,28
ISRG,long,2010-01-04,34.150397964477534,2010-02-01,36.46620144271851,10,23.15803478240973,0.06781190311895688,28
GOOGL,long,2010-01-04,15.56860860461831,2010-02-01,13.262079735667546,127,-292.92916635674703,-0.14815253742499182,28
GLW,long,2010-01-04,13.198395757326063,2010-02-01,12.298066183090212,149,-134.1491065611418,-0.06821507634638878,28
CMI,long,2010-01-04,31.647681771474836,2010-02-01,31.19313905736831,62,-28.18164827460466,-0.01436259114928987,28
F,long,2010-01-04,5.177359505989841,2010-02-01,5.665500911504127,62,30.264767141885724,0.09428385356464826,28
AMZN,long,2010-01-04,6.815906249999999,2010-02-01,6.155920419931412,7,-4.619900810480109,-0.09683023883560415,28
EMN,long,2010-01-04,19.321865832656982,2010-02-01,18.23541308905586,3,-3.2593582308033646,-0.05622918371396856,28
DD,long,2010-01-04,11.076605562475219,2010-02-01,10.798702507689214,13,-3.612739712218069,-0.025089189392774953,28
GOOG,long,2010-01-04,15.495808291422165,2010-02-01,13.200062635915067,127,-291.5596982494014,-0.14815268828396172,28
A,long,2010-01-04,19.877877539356756,2010-02-01,17.814645830955822,99,-204.2599391316925,-0.10379537273614274,28
LVS,long,2010-01-04,9.830149168344164,2010-02-01,9.864386470610349,26,0.8901698589207996,0.0034828873580513213,28
LULU,long,2010-01-04,15.442717919826507,2010-02-01,14.14292461872101,4,-5.199173204421989,-0.08416868765288564,28
STX,long,2010-01-04,9.60621318804603,2010-02-01,8.90412406516467,2,-1.404178245762722,-0.07308698122117888,28
WSM,long,2010-01-04,7.191211110591888,2010-02-01,6.60970153589381,3,-1.7445287240942342,-0.08086392761319111,28
WBD,long,2010-01-04,15.705345162391662,2010-02-01,15.301492307662965,8,-3.230822837829578,-0.025714357153752435,28
AXP,long,2010-01-04,32.310051040103964,2010-02-01,30.05911012986156,2,-4.501881820484812,-0.06966689428773998,28
CI,long,2010-01-04,31.92239601327873,2010-02-01,30.461884758802558,3,-4.381533763428511,-0.0457519308346605,28
ALGN,long,2010-01-04,18.059024236679075,2010-02-01,18.720634542465213,109,72.11552333068897,0.03663599412211668,28
CTSH,long,2010-01-04,20.138831237484577,2010-03-01,21.370611045716863,4,4.927119232929144,0.061164413848384794,56
COO,long,2010-01-04,9.508710500111818,2010-03-01,10.008497656996285,203,101.45679284754692,0.05256098152095286,56
BKNG,long,2010-01-04,8.716608858597157,2010-03-01,8.978495765797584,21,5.499625051208973,0.03004458631204144,56
BX,long,2010-01-04,5.865882115152664,2010-03-01,6.235945446529336,28,10.361773278546814,0.06308741364248176,56
KMX,long,2010-01-04,24.22838683651769,2010-03-01,20.319834923744203,86,-336.1354644985198,-0.16132117829992748,56
RCL,long,2010-02-01,21.918230022110762,2010-03-01,23.234567479088998,2,2.632674913956471,0.06005674069714276,28
CE,long,2010-01-04,25.238398810051795,2010-03-01,24.22185465997137,2,-2.0330883001608484,-0.04027767996421236,56
BEN,long,2010-02-01,18.051307024867043,2010-03-01,18.667023783439763,99,60.955959098699296,0.03410926187918269,28
BAC,long,2010-02-01,11.77502984507787,2010-03-01,12.904129843843906,6,6.774599992596212,0.09588935345569549,28
MA,long,2010-02-01,23.043725333320406,2010-03-01,20.711564577951833,77,-179.57637816338013,-0.101205891045592,28
IVZ,long,2010-02-01,10.42395419646026,2010-03-01,10.642526919056982,171,37.375935564039466,0.020968311878321988,28
FCX,long,2010-01-04,29.155550816378973,2010-03-01,27.646250315065526,5,-7.546502506567236,-0.05176717499933337,56
CBRE,long,2010-01-04,13.807797415351867,2010-03-01,13.253370228767396,3,-1.663281559753413,-0.04015319532194501,56
FFIV,long,2010-01-04,53.37667347335815,2010-03-01,56.08194561004639,3,8.11581641006471,0.05068266642803277,56
SWKS,long,2010-01-04,11.38079497858532,2010-03-01,12.03217291277696,178,115.94527228611219,0.05723483600375081,56
ON,long,2010-01-04,8.699367446240142,2010-03-01,7.996,247,-173.73175922131503,-0.08085271148583757,56
F,long,2010-01-04,5.177359505989841,2010-03-01,6.006244516615311,8,6.6310800850037595,0.16009802094417205,56
