,equity
2020-03-17,125984.42958991302
2020-03-18,125773.74637965571
2020-03-19,137011.51155771516
2020-03-20,135493.58581074077
2020-03-21,136521.8845286318
2020-03-22,131625.673645401
2020-03-23,136884.6884047497
2020-03-24,139304.00079362735
2020-03-25,138173.6239483631
2020-03-26,141991.80812004762
2020-03-27,139156.26990481932
2020-03-28,138125.51939719965
2020-03-29,134656.40907942705
2020-03-30,138291.19597354537
2020-03-31,138456.43344787677
2020-04-01,139668.9669084885
2020-04-02,141362.78167312
2020-04-03,141620.29523939342
2020-04-04,143053.66438756065
2020-04-05,141634.16006924352
2020-04-06,148638.43854977255
2020-04-07,148644.8934036985
2020-04-08,153231.42857096027
2020-04-09,153214.04474889798
2020-04-10,148582.44736426332
2020-04-11,147995.79434810518
2020-04-12,149183.6142768927
2020-04-13,147446.10539984252
2020-04-14,146829.15704006646
2020-04-15,144825.69653898827
2020-04-16,150144.80764516362
2020-04-17,150059.352917465
2020-04-18,154015.46461158135
2020-04-19,152028.9987405345
2020-04-20,148566.18166114984
2020-04-21,148953.78132247285
2020-04-22,151816.63619175655
2020-04-23,153163.57030571278
2020-04-24,154846.1092808802
2020-04-25,155243.36284466056
2020-04-26,155905.30129616198
2020-04-27,155624.1130010985
2020-04-28,157129.22509695592
2020-04-29,162453.77366215878
2020-04-30,159085.3046178786
2020-05-01,161359.49522806847
2020-05-02,162636.96016899223
2020-05-03,161495.9857059322
2020-05-04,160282.6934306933
2020-05-05,159397.26447148624
2020-05-06,159094.6429797987
2020-05-07,161872.1736633479
2020-05-08,162371.74246691266
2020-05-09,162628.8384968664
2020-05-10,155712.27686453197
2020-05-11,154202.73552648496
2020-05-12,155317.6216437303
2020-05-13,157557.22410094517
2020-05-14,158957.49448110495
2020-05-15,156682.61824251528
2020-05-16,157805.78074282434
2020-05-17,159145.17700609294
2020-05-18,160350.49012322852
2020-05-19,160460.07654142208
2020-05-20,159736.64193276528
2020-05-21,156502.23446702491
2020-05-22,158614.32235430714
2020-05-23,158853.79407290372
2020-05-24,156260.62026858996
2020-05-25,157779.71661240724
2020-05-26,156711.24657014056
2020-05-27,158706.38777976774
2020-05-28,161061.49068087857
2020-05-29,164945.32038266704
2020-05-30,169510.74943580537
2020-05-31,165661.5698304623
2020-06-01,169685.9517651866
2020-06-02,166802.7945543813
2020-06-03,167666.1317134214
2020-06-04,168098.78999445046
2020-06-05,168703.25178295773
2020-06-06,168708.85789049577
2020-06-07,170272.75777457535
2020-06-08,170868.91486689664
2020-06-09,173523.95730284243
2020-06-10,173463.20277883438
2020-06-11,167126.13622434757
2020-06-12,168387.4080731674
2020-06-13,167612.9975077937
2020-06-14,165603.76051157239
2020-06-15,166109.3086878089
2020-06-16,166528.57903826307
2020-06-17,166993.342892534
2020-06-18,166181.595321334
2020-06-19,164560.49213444395
2020-06-20,165371.18992342937
2020-06-21,164948.16113452503
2020-06-22,167911.25532963578
2020-06-23,168476.58924768705
2020-06-24,166022.90891314764
2020-06-25,165444.6620219696
2020-06-26,164671.35938568882
2020-06-27,161955.02613251543
2020-06-28,162833.14659932774
2020-06-29,163567.36038752415
2020-06-30,162925.92429502547
2020-07-01,163617.9142074046
2020-07-02,163542.41785903292
2020-07-03,162949.78064347288
2020-07-04,164816.6880807941
2020-07-05,163788.87500961692
2020-07-06,168573.58576899106
2020-07-07,168273.50628592094
2020-07-08,172733.04354130375
2020-07-09,170885.1172514582
2020-07-10,170402.14295820214
2020-07-11,170929.96643659053
2020-07-12,173550.011663247
2020-07-13,172384.93551153922
2020-07-14,174110.00856252763
2020-07-15,174298.78253195374
2020-07-16,172462.1074600215
2020-07-17,172429.051573543
2020-07-18,172674.97899247595
2020-07-19,173484.58328132558
2020-07-20,171204.60316535868
2020-07-21,173112.11606228034
2020-07-22,176366.03039433982
2020-07-23,178775.02125297484
2020-07-24,177443.70449604286
2020-07-25,182030.6493559714
2020-07-26,181944.29455508903
2020-07-27,186264.1322577302
2020-07-28,187395.89594043733
2020-07-29,187852.33772661
2020-07-30,190259.82618285323
2020-07-31,191269.2568091687
2020-08-01,197606.28961660375
2020-08-02,195879.36429294746
2020-08-03,205888.50703969446
2020-08-04,206888.17561827376
2020-08-05,207060.43480518035
2020-08-06,216370.7876916357
2020-08-07,210702.19911448756
2020-08-08,226681.11694139978
2020-08-09,232485.17507823423
2020-08-10,240284.20945674088
2020-08-11,233486.76540923986
2020-08-12,255670.86978535188
2020-08-13,267959.5500263242
2020-08-14,259193.51569830754
2020-08-15,261929.20414057054
2020-08-16,266802.1220538327
2020-08-17,263235.3038093631
2020-08-18,259766.1957427041
2020-08-19,247720.12886254542
2020-08-20,253345.7151101098
2020-08-21,235980.62539173657
2020-08-22,244901.87186281357
2020-08-23,245797.7633739227
2020-08-24,256096.5188537103
2020-08-25,243269.97384328302
2020-08-26,254051.747509395
2020-08-27,243034.54576852286
2020-08-28,266015.31128340494
2020-08-29,291800.72960044094
2020-08-30,317135.47114475514
2020-08-31,322324.46020539996
2020-09-01,325142.49870044086
2020-09-02,306177.9999828222
2020-09-03,267257.4387778254
2020-09-04,270113.1306280027
2020-09-05,233768.70104235475
2020-09-06,251561.37693557373
2020-09-07,246536.99750793912
2020-09-08,234562.80875224242
2020-09-09,259773.1512696933
2020-09-10,270372.4807318604
2020-09-11,275840.61797823175
2020-09-12,285112.22842688655
2020-09-13,267135.2613442876
2020-09-14,274929.9578564945
2020-09-15,266565.9019183111
2020-09-16,261929.44725462684
2020-09-17,268005.4420913677
2020-09-18,269392.6450849086
2020-09-19,267382.4003449893
2020-09-20,257407.49170334183
2020-09-21,238807.72912334662
2020-09-22,243832.28133207228
2020-09-23,230709.48614894287
2020-09-24,248687.35049452583
2020-09-25,253157.532903417
2020-09-26,259475.14019268606
2020-09-27,259234.72421500526
2020-09-28,253060.8996154331
2020-09-29,250705.3304470257
2020-09-30,248687.78484051785
2020-10-01,245211.14958479383
2020-10-02,237006.84370315692
2020-10-03,233665.34896315273
2020-10-04,237986.65673211563
2020-10-05,237829.02851790356
2020-10-06,228933.65693430995
2020-10-07,231612.37469497314
2020-10-08,237754.44162375573
2020-10-09,243662.3051521365
2020-10-10,246691.28845046405
2020-10-11,249521.74377048732
2020-10-12,250876.25878806313
2020-10-13,250206.2303026985
2020-10-14,249710.19502085305
2020-10-15,248243.67053147702
2020-10-16,241080.42828993942
2020-10-17,241603.15913748473
2020-10-18,245917.62950405915
2020-10-19,247553.18831116028
2020-10-20,240634.23602771785
2020-10-21,256622.8777659185
2020-10-22,266425.4522700821
2020-10-23,267632.27978986537
2020-10-24,274080.2521717834
2020-10-25,269406.36131808936
2020-10-26,263086.5980274633
2020-10-27,269388.1704885463
2020-10-28,261010.59591255808
2020-10-29,258487.87656737553
2020-10-30,255514.50545580089
2020-10-31,258219.7511696059
2020-11-01,261959.67692739618
2020-11-02,252425.67239803865
2020-11-03,248862.42919879383
2020-11-04,251169.6051154241
2020-11-05,266281.30667316
2020-11-06,288896.9106612971
2020-11-07,285374.1861346542
2020-11-08,306610.53318384127
2020-11-09,303265.2998186536
2020-11-10,313488.76943415165
2020-11-11,306879.77486728504
2020-11-12,305050.8783544917
2020-11-13,321760.7450143117
2020-11-14,319159.9073312384
2020-11-15,310007.35096247063
2020-11-16,325127.60860411474
2020-11-17,353576.3705170307
2020-11-18,351953.6703035392
2020-11-19,365430.4755391766
2020-11-20,371034.78878385783
2020-11-21,373190.75842603185
2020-11-22,364645.687060503
2020-11-23,399506.50006727426
2020-11-24,403962.3493143467
2020-11-25,376919.8227166222
2020-11-26,348745.19591430377
2020-11-27,348498.13125134254
2020-11-28,364648.0221161455
2020-11-29,379695.95411283104
2020-11-30,409767.8924675151
2020-12-01,393651.7248944399
2020-12-02,423089.92585184966
2020-12-03,427705.09288043826
2020-12-04,390097.57599440037
2020-12-05,413653.9923493229
2020-12-06,413421.7208193968
2020-12-07,414150.82826911745
2020-12-08,378653.63793077104
2020-12-09,386487.8283473069
2020-12-10,373441.5380795412
2020-12-11,360659.42941108946
2020-12-12,372351.6624888518
2020-12-13,388281.7941458035
2020-12-14,387494.84963546024
2020-12-15,387212.4897718661
2020-12-16,419679.9383582302
2020-12-17,428153.3863475483
2020-12-18,442083.61901798594
2020-12-19,449971.8666667768
2020-12-20,434137.45534017304
2020-12-21,409026.4947743274
2020-12-22,416892.190098303
2020-12-23,366756.0909219547
2020-12-24,392219.06141261774
2020-12-25,405511.2577314431
2020-12-26,407644.64214900986
2020-12-27,416341.6431673071
2020-12-28,434585.08136008587
2020-12-29,427544.7424243105
2020-12-30,444255.8589508311
2020-12-31,460834.11288027617
2021-01-01,456329.7876579663
2021-01-02,473782.4820306025
2021-01-03,533713.260319758
2021-01-04,527264.8623165663
2021-01-05,561730.8954157708
2021-01-06,619080.6120849203
2021-01-07,624720.4765379513
2021-01-08,618369.3307233336
2021-01-09,711277.4662453737
2021-01-10,694241.4082347659
2021-01-11,618708.9589586749
2021-01-12,639784.7461263454
2021-01-13,680808.7105516029
2021-01-14,707117.1246728264
2021-01-15,682059.5772129674
2021-01-16,741016.782757934
2021-01-17,748613.3893484463
2021-01-18,753253.004552562
2021-01-19,738132.1683910037
2021-01-20,761129.0639280317
2021-01-21,648180.7144853227
2021-01-22,731318.5798888013
2021-01-23,761982.8885602874
2021-01-24,839096.204149455
2021-01-25,808805.5309209584
2021-01-26,862396.6487397475
2021-01-27,825787.0927099978
2021-01-28,859778.9248002415
2021-01-29,869624.3383505878
2021-01-30,942645.0172580873
2021-01-31,920246.5581390857
2021-02-01,905593.25933064
2021-02-02,927359.3705220546
2021-02-03,1014514.5780007131
2021-02-04,1180301.5607901192
2021-02-05,1265985.0133912012
2021-02-06,1239882.6145803519
2021-02-07,1368259.5139292083
2021-02-08,1496509.444908533
2021-02-09,1490990.9057115668
2021-02-10,1739931.2002493776
2021-02-11,1700270.782805079
2021-02-12,1775817.9669890564
2021-02-13,1674771.1158103936
2021-02-14,1593852.4925243754
2021-02-15,1545121.6851381774
2021-02-16,1512036.726121366
2021-02-17,1538728.8876859823
2021-02-18,1599759.063273467
2021-02-19,1655165.8592989622
2021-02-20,1722486.808730177
2021-02-21,1763215.499532977
